Id,SalePrice
1583,309665.16180488956
1584,246553.57145430968
1585,143165.48487576877
1586,73553.19747081514
1587,94367.6416308559
1588,140633.4866698082
1589,104650.20720769803
1590,131362.89731996032
1591,106735.44441707258
1592,131205.91491674946
1593,128628.00003265397
1594,158880.50019911182
1595,137323.8366713096
1596,245162.8701086175
1597,226563.37792335436
1598,189012.72821459165
1599,139115.49232843344
1600,161250.73765857017
1601,87846.65580616878
1602,103090.3696274735
1603,92837.45725424241
1604,270076.40310700994
1605,228608.80955641725
1606,167916.91934711352
1607,190048.60117067734
1608,240332.07120833304
1609,193520.99208892512
1610,172143.48664559223
1611,156322.71377396755
1612,177755.18533407696
1613,162599.48443557965
1614,117769.16244930257
1615,88256.10906383701
1616,87254.4856662769
1617,88658.95081062287
1618,118857.99015079623
1619,135407.39120587913
1620,153146.11643135504
1621,136217.56533452807
1622,153269.29230346103
1623,212840.0893996232
1624,197962.3025210574
1625,113882.97723592352
1626,158764.3036974591
1627,177518.06600240528
1628,248861.46617577958
1629,179805.40630093229
1630,328884.04129797977
1631,219912.70211280166
1632,269023.96132448106
1633,167334.8301310332
1634,185244.0408414967
1635,182564.5583757806
1636,167391.231580747
1637,223974.65917280983
1638,210252.79382135542
1639,184774.36417812225
1640,261569.55463591966
1641,192961.3925041909
1642,231121.10388740964
1643,237610.36850602724
1644,230370.71530127843
1645,194246.63210969733
1646,157156.3822815088
1647,158355.43737856756
1648,142301.25832226322
1649,137985.7409457277
1650,130893.45162284089
1651,118433.3116675934
1652,98985.30797559982
1653,96230.97801724588
1654,151381.34011769344
1655,142482.20518862014
1656,150279.5165519253
1657,151830.85779446113
1658,149513.20119069747
1659,125527.27998552108
1660,147179.24090898584
1661,498543.9639126983
1662,373319.36435515876
1663,365309.32553532586
1664,487041.2287121212
1665,322435.95115295815
1666,325780.0402980223
1667,359123.06781150796
1668,346477.0253008658
1669,298125.47307394893
1670,349960.6618704907
1671,276434.7348358396
1672,489564.3062936509
1673,308386.1394623017
1674,263764.31742184615
1675,197318.16728623214
1676,199157.8967949174
1677,220679.54038111574
1678,478845.48344047624
1679,410618.65234126983
1680,327534.0623001442
1681,262552.3736876217
1682,311529.82761945075
1683,195846.41944658782
1684,173418.3813049881
1685,175205.51803024128
1686,178017.79447489462
1687,163958.65703924684
1688,186198.72557065927
1689,187224.06459499788
1690,182077.80917128164
1691,168552.8893470489
1692,244009.48636754174
1693,168877.69856957093
1694,183067.29056328637
1695,172884.19446476456
1696,263867.1893624431
1697,172396.29087273567
1698,369887.02290079364
1699,362187.5267658731
1700,255822.20958851118
1701,272289.0139561501
1702,260983.53665098545
1703,253847.6177784642
1704,274309.1662907224
1705,226161.41033248114
1706,434256.3461385837
1707,214819.2316084774
1708,230496.18863927622
1709,245657.6883280935
1710,212864.18109120626
1711,269944.71273628174
1712,262771.90780691593
1713,291776.5892146465
1714,234541.7707886364
1715,202868.1133054125
1716,179646.49460783784
1717,163516.77357503038
1718,151234.29004421702
1719,202362.01152977056
1720,229922.62323626372
1721,155311.68716729252
1722,144072.96597464036
1723,157903.5406008314
1724,200058.09477950324
1725,216393.17615079987
1726,202780.12563889902
1727,177333.43711853915
1728,180944.97224587615
1729,162655.11914274402
1730,156083.51227006037
1731,135939.42282823526
1732,126975.74703060664
1733,116861.84780016838
1734,130202.55841750896
1735,133484.70127561552
1736,129684.2770756001
1737,355862.41686111107
1738,228575.056859971
1739,311061.29930772004
1740,271337.9828794904
1741,189089.76653097168
1742,174962.60052744005
1743,177118.24780377574
1744,270652.6116255412
1745,253192.01262082218
1746,196657.25394004237
1747,197071.14419664588
1748,232655.4614655942
1749,171712.21371544135
1750,146386.8834517748
1751,235232.08863567858
1752,126497.11569088064
1753,146556.7930802235
1754,213453.50939638756
1755,171443.89341822654
1756,134081.9118697366
1757,115864.11299810614
1758,146763.5423357644
1759,162201.4173374346
1760,162690.41132958897
1761,144825.76804906744
1762,174799.07138054597
1763,185525.95648774118
1764,130763.94918292627
1765,164043.65144138853
1766,161579.19423738512
1767,196820.17434327424
1768,141889.2984962269
1769,154799.30979945158
1770,133674.97449848434
1771,138003.6367256526
1772,151262.4812655807
1773,146286.33658098627
1774,148997.45977059935
1775,134735.39777081858
1776,131338.86083260973
1777,124885.74665266025
1778,130420.06602681367
1779,114781.53600301026
1780,150292.30428209354
1781,138192.39050660722
1782,108670.58530332838
1783,132388.40760442673
1784,93792.39301577973
1785,114381.22272986182
1786,184919.4917384672
1787,148164.49241180706
1788,65162.70358006083
1789,88560.76255974254
1790,91795.42294399356
1791,173770.7483024198
1792,155386.05936041105
1793,138653.7924635987
1794,143381.77447975733
1795,141979.83887058473
1796,129748.01320226285
1797,119881.17710082525
1798,122385.4817760667
1799,125399.87253186594
1800,136033.72526264103
1801,134672.57324670776
1802,134598.3966448359
1803,144411.09508101956
1804,139143.5308102791
1805,134002.47521493313
1806,124721.5898850446
1807,133547.4695412354
1808,115474.33336777324
1809,122994.61464937164
1810,151574.4873311703
1811,119532.67678829309
1812,111005.07480988884
1813,121366.26137595659
1814,107259.0154602548
1815,61667.068869040675
1816,97603.73186398225
1817,138657.17503822714
1818,149191.99576910652
1819,112134.5379224607
1820,90056.80489462653
1821,119428.02895801456
1822,155735.93360827726
1823,63777.5530761844
1824,128172.57116260512
1825,132887.30855948885
1826,105024.41006082407
1827,107785.48395285149
1828,136259.71178674986
1829,119707.54569511594
1830,140835.15732876596
1831,130051.17656573419
1832,128802.46596258521
1833,143447.5019609921
1834,123886.90105336205
1835,137540.48583250082
1836,130162.54261624
1837,107513.65393932944
1838,132088.5372551234
1839,116589.19031818083
1840,167854.9718406594
1841,146972.5408172864
1842,91796.65759686826
1843,139321.27427059328
1844,139097.93729164207
1845,147024.48594351317
1846,150744.58730773663
1847,209331.4103057647
1848,79792.75828220134
1849,120310.48431941708
1850,128078.1326110735
1851,149290.88124150355
1852,127232.1906619175
1853,132779.3760377907
1854,149887.2603362565
1855,164353.0928719634
1856,246104.3280255567
1857,171129.27284559884
1858,154100.2615930108
1859,130022.67314399488
1860,160557.84977961433
1861,134183.48078023293
1862,262723.9815277778
1863,257812.01819444445
1864,257812.01819444445
1865,309859.72436327557
1866,316931.8631042013
1867,221065.47465361943
1868,274153.05844966864
1869,214010.35591988693
1870,216141.40189711645
1871,245509.7171727991
1872,171504.86174844328
1873,229621.73480408173
1874,134527.02602301489
1875,195612.99725451414
1876,200418.8390111757
1877,196133.6411617377
1878,209486.88873261737
1879,131881.22846700568
1880,134923.43347662876
1881,245522.40612376516
1882,246934.6589173393
1883,196789.1736670147
1884,212318.64290555383
1885,219134.11462861122
1886,264261.80008270213
1887,205330.81755021345
1888,243327.85097815306
1889,162581.52595661645
1890,136068.55874478773
1891,141622.7210164906
1892,115091.19497997328
1893,137616.08580149733
1894,134654.2195118802
1895,151049.18704887095
1896,117902.76055226933
1897,126159.41122731363
1898,125429.99312456544
1899,159469.18999609168
1900,145733.23765831252
1901,182778.13099118732
1902,164372.51189662504
1903,214082.04381499576
1904,145951.20488772326
1905,205547.61338516886
1906,189008.91571840842
1907,246423.65298683566
1908,115657.30413612224
1909,139626.63383709616
1910,124651.75535652573
1911,193877.56450643562
1912,269027.00749297923
1913,145013.17477353054
1914,60261.20673830226
1915,300004.2860218729
1916,72011.48870537059
1917,229169.16098791055
1918,132509.405198506
1919,152209.41272329036
1920,168766.4189471787
1921,380510.2708030859
1922,314073.36123989895
1923,204390.37196273825
1924,229028.33256575812
1925,228464.74128050424
1926,353560.994596348
1927,135494.67715152772
1928,158702.41311175135
1929,127875.18794141436
1930,141187.4388858648
1931,136139.4487374876
1932,137907.4396993557
1933,171555.29744300724
1934,176415.80691969584
1935,175392.11442615476
1936,182110.84145460598
1937,180962.96111866165
1938,187142.1194942071
1939,266366.0104824897
1940,189430.90774920792
1941,175319.5250800124
1942,202447.84577510922
1943,191239.46163441776
1944,351411.74622258305
1945,368552.22297681565
1946,190499.40073455378
1947,303871.55962089385
1948,178178.0464458473
1949,257106.10858502612
1950,172690.86789587757
1951,262800.6850344361
1952,226492.05156629902
1953,171901.75142888303
1954,184570.09736879115
1955,154637.1783576061
1956,326657.2717368742
1957,172698.0263968477
1958,268623.56368925516
1959,144148.06972874925
1960,123638.90692292905
1961,132608.80130521875
1962,93810.6918658156
1963,93709.28771930849
1964,112222.73575933679
1965,150988.27034096478
1966,136634.49195135065
1967,295582.16750194255
1968,456673.4699116163
1969,388291.9766089189
1970,427830.68095959595
1971,416118.97082557715
1972,336053.5837075703
1973,293966.3534883287
1974,321257.985821609
1975,476518.50236291485
1976,268201.9656211567
1977,369990.1146338384
1978,389261.1693510101
1979,362096.365435398
1980,199882.02888738766
1981,345909.0163665224
1982,233668.14796960965
1983,231307.63753466815
1984,173045.85331304136
1985,209898.10049044434
1986,221236.10587409817
1987,170386.34520248705
1988,183038.11466285272
1989,194381.00935313758
1990,218555.50563359645
1991,221283.50541704177
1992,205534.93166916177
1993,172237.0105132867
1994,252572.68924214682
1995,181090.36433635576
1996,259191.8841983801
1997,297386.6780137085
1998,354689.44678174605
1999,273952.24485401536
2000,298455.43371871184
2001,285704.11973407154
2002,252789.32107734616
2003,253955.93449912127
2004,262189.27589126566
2005,212599.79380608033
2006,215854.1680904053
2007,249153.67622572687
2008,206246.77301374264
2009,201186.39620528664
2010,191781.4526728262
2011,171119.6749427666
2012,163095.96613001951
2013,181596.89350513936
2014,198984.68321861935
2015,197230.22535493318
2016,200912.7078588911
2017,201303.59063427732
2018,134257.5436591677
2019,129249.77909556769
2020,117887.5768898222
2021,117261.31146430445
2022,181557.94846232422
2023,159804.49259302302
2024,275526.7653804572
2025,313631.91956529586
2026,188742.78436895128
2027,159366.81854470226
2028,156975.59901972904
2029,176817.02640853036
2030,261331.53372677712
2031,200667.8458532372
2032,246067.47979374308
2033,259726.6597720048
2034,166987.28984207995
2035,211244.80758850285
2036,187950.30749280963
2037,189660.51793237007
2038,251326.09457036757
2039,194477.0972968627
2040,384494.7593053753
2041,244190.62057459712
2042,213819.48330223165
2043,171878.5594248757
2044,191755.608281252
2045,204130.62871017877
2046,165860.810585413
2047,150303.8768248805
2048,137190.09653465525
2049,138255.37162659765
2050,177038.21682059948
2051,108462.26459025477
2052,125078.9129579087
2053,143396.34262753068
2054,87334.38650733566
2055,159148.23649018127
2056,141569.23824292424
2057,127416.39284813084
2058,211415.27170361902
2059,147736.17092305998
2060,157316.71611019198
2061,156511.6145364933
2062,137880.12639684486
2063,128676.18160505142
2064,143951.47710755837
2065,119282.50882114145
2066,161075.29823085456
2067,132766.90039694708
2068,142235.48778982525
2069,80444.61199960725
2070,111011.4133497585
2071,91455.99380808824
2072,136032.83948404857
2073,139786.4017794219
2074,154748.48072015293
2075,147426.484790588
2076,112179.83837316926
2077,152503.36976262665
2078,133796.58224715956
2079,132955.7102493543
2080,126192.67064440089
2081,128788.91165213884
2082,128338.69712432301
2083,147117.00363765308
2084,124179.32874106718
2085,134736.52023506165
2086,117131.15930119166
2087,117541.58218307192
2088,105351.79557847317
2089,90213.58646905547
2090,129489.70943633953
2091,135439.49316454373
2092,136298.99972085422
2093,153231.4082535014
2094,108551.81791671012
2095,140008.97264557346
2096,84465.19934601212
2097,99582.225255741
2098,135675.8321855632
2099,65836.61522227048
2100,116154.79170301955
2101,121919.4249201663
2102,133354.6152741186
2103,94937.52932062134
2104,139206.77864999382
2105,130334.72677075569
2106,84321.52817898769
2107,152202.6948916824
2108,114955.99033354252
2109,119073.9990311334
2110,127593.82525416037
2111,132206.0207193172
2112,144954.65058347106
2113,120348.78814106688
2114,112585.49344264202
2115,143217.91062299348
2116,105803.72760364588
2117,139565.0810103309
2118,115902.62709635484
2119,109767.9755289541
2120,111363.54497893875
2121,107423.07174410112
2122,110429.40237643401
2123,84722.96673901407
2124,152671.81158942226
2125,144213.8064013841
2126,150876.2133219307
2127,139964.98128711156
2128,139342.85182958737
2129,103589.88782089547
2130,142438.3093440354
2131,142655.1728716038
2132,105260.45414123217
2133,111327.43081932582
2134,116524.21981992254
2135,93919.10362028965
2136,93225.26639661641
2137,116032.98664909868
2138,141939.53137253784
2139,151052.57868544615
2140,133953.76812632024
2141,139159.32353992318
2142,145281.0189249635
2143,147595.86620447953
2144,128982.34228606503
2145,132124.06818532222
2146,146773.63428141034
2147,200744.31336819447
2148,155512.74164376585
2149,171623.30383501216
2150,205459.37082267686
2151,95054.19750983336
2152,155494.26410196436
2153,154908.69581162476
2154,98086.64005704931
2155,114654.15632515954
2156,262309.00137584633
2157,211843.39345996396
2158,228368.9536471912
2159,195866.97154051703
2160,163242.7758399756
2161,240651.79648233738
2162,379023.8713290599
2163,341633.5924070928
2164,236571.04194249903
2165,213103.99208623212
2166,145883.65041418708
2167,204640.29831192564
2168,213956.7219222479
2169,194320.31635454498
2170,221102.980782349
2171,161661.6633010653
2172,147084.88376750157
2173,183692.10365104015
2174,244506.10955483335
2175,242921.42268732283
2176,288187.97422208346
2177,258846.3457331558
2178,205980.85909287987
2179,143438.27605223935
2180,242970.0083878703
2181,194674.69172556963
2182,237847.94213251423
2183,193833.34447081454
2184,123518.53345915806
2185,113813.35948628398
2186,130860.31385468197
2187,141562.47092093408
2188,144753.90186990763
2189,245820.04347041846
2190,83564.03412189918
2191,93358.19515676123
2192,88526.48547741192
2193,94395.39152541876
2194,93399.9931303984
2195,111858.49008993772
2196,109736.2892381102
2197,118695.65567774311
2198,136952.75224678376
2199,151585.7214754024
2200,150599.37001132977
2201,155288.77002157204
2202,184879.16389023158
2203,174915.98931171306
2204,214620.70348952405
2205,155282.20350661498
2206,132697.9962681923
2207,182437.79557491097
2208,236116.47530490643
2209,244785.81124348205
2210,122525.08786547412
2211,115912.68074150337
2212,103098.52196856792
2213,107572.76343731489
2214,152000.49775213425
2215,95763.91294534915
2216,144791.4270412561
2217,60375.36372378936
2218,93484.22089792555
2219,72706.93109839325
2220,88249.00954166915
2221,300004.2860218729
2222,274721.6467917141
2223,287131.9900523088
2224,209233.25418174875
2225,140955.50513099323
2226,176216.66518463677
2227,199347.0326322785
2228,258586.51456998565
2229,232850.02863421553
2230,172143.48664559223
2231,235123.34548121295
2232,205853.1463280499
2233,185136.02967445357
2234,220728.90705284066
2235,266170.279992594
2236,279166.3588235376
2237,338853.7449617606
2238,199441.03840342993
2239,121405.29143050281
2240,158085.5985777939
2241,170073.0662232508
2242,126559.47728281183
2243,133829.5919320861
2244,87856.9576070151
2245,90603.40742870614
2246,150946.23150932044
2247,87096.72349940143
2248,129219.71508500441
2249,117644.00813672626
2250,122663.94160620768
2251,135583.02616784844
2252,170929.52778628387
2253,163929.67002046588
2254,184333.28213666592
2255,187215.02358360882
2256,179787.86016236807
2257,211549.97233623528
2258,166305.32457059732
2259,180611.5430468365
2260,146813.67985217427
2261,172804.55514358342
2262,193940.3639664823
2263,344415.0193466396
2264,445810.0079036795
2265,192987.29979805285
2266,267923.68884950835
2267,325217.0135508658
2268,362142.2708833388
2269,164099.50326084805
2270,173720.39254594984
2271,216854.18733592646
2272,205652.21120823896
2273,163758.28716965555
2274,175066.26857609153
2275,185835.87579376512
2276,175158.58985235638
2277,215024.05743023593
2278,156576.0506510077
2279,121275.54336381625
2280,123214.67679844092
2281,163714.0911722547
2282,174591.41293099988
2283,93757.79116754018
2284,108271.54288704223
2285,137774.30328685194
2286,132112.08912581508
2287,352555.53105758136
2288,294728.83612257184
2289,391295.2159761905
2290,416365.5170512265
2291,338642.4798525919
2292,398171.1607885725
2293,472074.5375959596
2294,400621.7908658009
2295,448219.76584415586
2296,293215.25798865024
2297,324919.8151251803
2298,342802.698931139
2299,426261.1602142858
2300,325020.4793006439
2301,312406.0511472922
2302,262374.0575057721
2303,262706.5679873246
2304,268380.3690357731
2305,198477.93840071748
2306,198376.3342109496
2307,200286.9896943454
2308,234078.72946268364
2309,272557.29932577553
2310,232064.04627800212
2311,200162.142809296
2312,182355.06795878947
2313,181490.36320455596
2314,169108.29157730882
2315,179255.76506424136
2316,229454.27514252707
2317,180032.4361894195
2318,181294.58371775027
2319,175246.135502513
2320,179371.54979609494
2321,215680.84271536802
2322,181291.82162748207
2323,162290.61964884476
2324,166785.900147576
2325,207321.99550069708
2326,166779.9188697035
2327,210828.01586315446
2328,215600.72735866968
2329,187094.81077703967
2330,177117.53996125513
2331,364927.8233134922
2332,390598.86249435274
2333,305546.4865633119
2334,292518.89809536305
2335,275767.8555707021
2336,320635.06053207914
2337,216398.64045974304
2338,246350.15445289027
2339,235113.26597317055
2340,356160.9319606505
2341,231820.1469372017
2342,228218.66392979887
2343,229769.0634303293
2344,246459.3804586365
2345,245341.80142194167
2346,217177.94248829305
2347,206718.88330547046
2348,229515.8800332005
2349,187395.27472580873
2350,297558.4733262245
2351,260143.24147222226
2352,234771.30994030967
2353,282291.27686782664
2354,138978.29847388616
2355,149883.29235431607
2356,155289.61124688623
2357,198405.60337800696
2358,204811.2776237593
2359,141720.6317064674
2360,130103.35176076661
2361,138002.4267627558
2362,284405.0003603895
2363,137438.41017101202
2364,143763.73551333457
2365,197903.02312609451
2366,172682.5757545563
2367,237428.75025113707
2368,204986.93682390437
2369,228774.26298019232
2370,174519.81949179567
2371,175912.9842713474
2372,193861.64618546644
2373,261134.39641958702
2374,292865.4202620108
2375,223156.55251095683
2376,284168.10920196475
2377,301423.5023564214
2378,151345.53711940185
2379,221790.9376893939
2380,145658.0062205392
2381,169923.43326707635
2382,194391.6726111486
2383,208512.43722491316
2384,238527.3468024253
2385,150824.75432934507
2386,139079.3395834833
2387,139818.37307501302
2388,127232.3955961261
2389,134356.95491437017
2390,146803.73354499965
2391,131750.82527294685
2392,115159.5752973363
2393,154146.86214765388
2394,134718.53743117015
2395,173887.52197295893
2396,155260.22594689584
2397,199294.70234837622
2398,119486.35173157135
2399,63194.83354709188
2400,56324.101884857424
2401,111997.69981381377
2402,140453.11966981084
2403,137743.2080038295
2404,149945.28194969814
2405,158175.74727427855
2406,130437.5781607971
2407,131031.30746484753
2408,141483.87130008766
2409,137573.19875554723
2410,165135.44653226683
2411,128800.72317978999
2412,149571.33922157408
2413,142138.82977147153
2414,136970.3795998811
2415,145146.08168249176
2416,123972.19410113948
2417,130853.1999349348
2418,130549.18675764989
2419,144968.73433310122
2420,130102.69909169148
2421,149292.41097875062
2422,105574.52010056828
2423,134585.31189527683
2424,141445.6323868951
2425,292102.9032215007
2426,118460.04814118579
2427,139503.28224636233
2428,151165.79020388634
2429,126581.29053245398
2430,129382.54595548127
2431,129457.61280404656
2432,133657.09892056795
2433,141956.42044584075
2434,143191.5211105826
2435,154825.80073796923
2436,108750.4673469223
2437,113421.6773018098
2438,128649.97871147547
2439,115821.18350662457
2440,116439.12073055566
2441,96272.4090823251
2442,107248.72122930721
2443,118841.7521869003
2444,120917.13150659391
2445,90190.47991893734
2446,145285.4669145871
2447,154701.6803343926
2448,145243.98541714886
2449,113838.60404293559
2450,147271.41764140167
2451,126697.33162831959
2452,164511.16761984746
2453,96642.17724914868
2454,120977.53794440722
2455,102814.1784939571
2456,131850.0628138472
2457,115236.01868300358
2458,112272.84301167906
2459,112343.34627645843
2460,135512.8139109541
2461,118742.41935417666
2462,126915.60655002923
2463,120738.64058571287
2464,145015.21878822017
2465,131652.93046967647
2466,110766.62631640545
2467,112225.28170397358
2468,89092.72799879232
2469,93668.50936559308
2470,174382.89564146957
2471,155784.8444415719
2472,157464.37333768082
2473,119564.66018038338
2474,118221.69260623222
2475,179371.0858422501
2476,118868.77105968627
2477,134921.9285181251
2478,163876.77010317874
2479,137776.8052040855
2480,145221.0479605132
2481,142044.14445456385
2482,132800.69507494627
2483,117355.5525418045
2484,140201.93228893596
2485,130703.09884934254
2486,155967.23908095746
2487,196395.50841225442
2488,131226.2190644517
2489,144734.8193803104
2490,152533.77201822188
2491,91434.6335982113
2492,190353.98802790674
2493,138902.74544737127
2494,168464.03730705575
2495,107946.45375979663
2496,259747.375452381
2497,147689.46004365972
2498,127622.2742629047
2499,87026.74607033005
2500,128849.18189031718
2501,131102.2976126604
2502,133608.93299725046
2503,98445.50247974614
2504,224368.24346483906
2505,216531.84496180483
2506,248024.76187101734
2507,313288.70421478845
2508,245660.43751387444
2509,227777.8282653715
2510,211895.02492594533
2511,185702.0528399465
2512,209669.61187603374
2513,214536.06789642564
2514,234769.34480994125
2515,150881.28567973632
2516,166822.43600140556
2517,134532.4221892755
2518,147979.40666000184
2519,225083.18128145245
2520,201826.9722794973
2521,196296.07977273926
2522,219946.89307878856
2523,135255.55262143782
2524,144626.26255115177
2525,142373.2002627299
2526,145857.84507629785
2527,132574.85626471034
2528,136369.76665923934
2529,134515.1131636456
2530,128625.38533153152
2531,226697.17426637432
2532,226884.31984139926
2533,198658.80181538322
2534,228368.56645909967
2535,277498.5873894161
2536,238266.84275713694
2537,195849.74364217947
2538,176490.25047341138
2539,174646.98655750373
2540,188630.07338637058
2541,179271.9904358507
2542,181852.38779244383
2543,116325.30528643155
2544,130578.23819445934
2545,130597.09346883363
2546,136918.46951476327
2547,124962.14715775722
2548,141227.6271323456
2549,145482.45231672507
2550,353379.5992857143
2551,144392.96187272915
2552,118204.52993694054
2553,93204.17221099403
2554,109555.61754403627
2555,104342.2454340841
2556,104638.25833559588
2557,114208.41548593946
2558,163222.9972189645
2559,175898.79930265568
2560,151270.61344686235
2561,133576.5761578048
2562,162643.08508485797
2563,166141.87367692706
2564,196173.0720888857
2565,149006.138249773
2566,211955.54706193937
2567,151804.05185686855
2568,211391.2911706188
2569,205837.01553117603
2570,123375.84271498636
2571,222151.74245888204
2572,137218.09423580463
2573,214513.81196739356
2574,242670.57817593287
2575,118640.23588562192
2576,128487.54224070229
2577,161965.21999686136
2578,104595.76239714328
2579,91091.7532713324
2580,121330.02221610768
2581,123505.24823382073
2582,113052.73734772993
2583,252911.38163404437
2584,157736.80503883737
2585,209299.0371141947
2586,174673.9988446294
2587,168401.86393796257
2588,133213.48027307508
2589,140732.13311418486
2590,219363.47954957586
2591,216593.45203021436
2592,245401.056602787
2593,257561.49613885622
2594,180958.57963656582
2595,195724.24905278077
2596,321045.23743650794
2597,210895.73555253766
2598,277308.05390756624
2599,314217.46117707295
2600,182966.8022106782
2601,137370.90751263403
2602,88576.68985654427
2603,89851.90814081638
2604,88527.09838949103
2605,89522.36157640544
2606,142251.3203247573
2607,162227.3686995037
2608,199040.8166941294
2609,155148.0167683153
2610,123660.3024970659
2611,159572.8329637671
2612,150972.34144498027
2613,131388.6970205448
2614,130490.99343129438
2615,145751.0333286814
2616,138011.15768840048
2617,170950.88924824356
2618,170928.8546381231
2619,167531.69269627728
2620,182911.9856078396
2621,185093.27667117448
2622,191593.53104044034
2623,230187.68343506995
2624,279371.89575307735
2625,297931.1241809024
2626,168649.173580066
2627,172900.1197802041
2628,453962.37710119045
2629,463983.8368869048
2630,324719.2579338023
2631,455556.10998773447
2632,427910.22621428565
2633,294600.0460860675
2634,373822.6480647685
2635,154071.0258421995
2636,190621.45950099223
2637,153361.9122153067
2638,259026.74221063583
2639,183946.07571354473
2640,151176.88546544683
2641,132189.43332324832
2642,176103.452263198
2643,95635.65131332184
2644,125345.94627346432
2645,94709.21868740303
2646,97670.83822990347
2647,94024.28336815002
2648,140772.94060964245
2649,145636.56657540647
2650,138593.19847863802
2651,150399.84988525865
2652,410162.51883946604
2653,255449.84736188818
2654,314124.85952288075
2655,374269.60199929326
2656,319891.61441197695
2657,289574.9048702964
2658,274553.6777109214
2659,307071.26161255426
2660,340864.79282557726
2661,353819.4599571132
2662,360279.5756674306
2663,288010.55191006226
2664,271263.56706081826
2665,338900.7019044012
2666,280462.2086487957
2667,173200.96174793108
2668,178407.05466427095
2669,186568.03113229544
2670,266997.65060124744
2671,178591.79805442248
2672,186319.17302684087
2673,204630.91553507722
2674,212821.3382921242
2675,162542.18738241482
2676,185910.81252400475
2677,194981.11443400112
2678,258613.40922312415
2679,269769.3686208514
2680,281389.94505784503
2681,396086.64322023804
2682,347288.3753630952
2683,523731.405095238
2684,306952.7571849817
2685,369322.24164285715
2686,263767.34967189835
2687,266100.5264632381
2688,232610.5169973653
2689,198773.36920348008
2690,436320.4766507937
2691,201551.5476669452
2692,151921.01849872913
2693,185335.25399101025
2694,149242.5772247685
2695,196127.68208541372
2696,180657.36733088305
2697,192835.5337321486
2698,197918.26921777084
2699,181661.4986570951
2700,173968.40972685505
2701,158523.26299081967
2702,132446.54231201415
2703,118860.8041854654
2704,138446.5993696168
2705,129241.80113354253
2706,114223.1530736085
2707,137153.003211164
2708,132868.81703547837
2709,100370.49237927893
2710,122314.10624429797
2711,286262.16773504275
2712,385306.82283333334
2713,164021.82917864004
2714,155261.82417034495
2715,176643.13602055662
2716,142955.28369269546
2717,198366.4997749182
2718,236953.63063573942
2719,161604.703094143
2720,163969.00376787942
2721,141069.12212851454
2722,160024.5133260642
2723,140699.82177161708
2724,128746.43191215562
2725,135265.2990112317
2726,147516.91228259043
2727,166414.75179217837
2728,160210.07264350666
2729,159595.2845577445
2730,149748.8421323294
2731,121576.43700212067
2732,115894.47082917027
2733,163272.09963350857
